years_experience,skills_match,country,job_type,education,company_size,num_applications,got_offer
10,9,UK,hybrid,phd,large,20,1
6,0,USA,remote,master,medium,8,1
7,10,Lithuania,onsite,self-taught,small,18,1
2,3,Netherlands,hybrid,bootcamp,medium,18,0
5,9,Ukraine,hybrid,bachelor,medium,18,1
1,3,USA,hybrid,bootcamp,medium,2,0
6,9,Lithuania,hybrid,phd,large,12,1
14,0,Poland,remote,master,small,32,1
7,8,Netherlands,hybrid,phd,large,42,1
5,3,Ukraine,hybrid,bootcamp,medium,8,0
5,6,Netherlands,remote,self-taught,small,10,1
4,2,Ukraine,hybrid,master,large,11,0
7,9,Ukraine,onsite,master,medium,14,1
0,2,USA,onsite,bootcamp,small,26,0
9,7,Poland,hybrid,phd,small,47,1
3,7,USA,remote,bootcamp,medium,30,0
14,10,Ukraine,remote,master,small,42,1
3,0,Ukraine,remote,bootcamp,small,4,0
2,9,Germany,hybrid,master,large,39,0
2,1,Lithuania,hybrid,phd,small,11,0
3,7,Germany,onsite,self-taught,large,24,0
10,0,Lithuania,remote,self-taught,large,22,0
0,7,Spain,hybrid,bootcamp,large,3,0
13,7,UK,hybrid,master,large,37,1
10,1,Netherlands,hybrid,self-taught,small,2,0
12,3,USA,remote,master,small,12,1
10,5,Spain,remote,phd,large,21,1
1,10,Spain,onsite,bootcamp,small,5,1
8,8,Netherlands,remote,master,large,7,1
9,7,Netherlands,hybrid,bootcamp,large,4,1
1,7,Lithuania,onsite,master,large,43,0
4,6,Germany,remote,master,medium,41,1
8,8,Poland,remote,phd,small,36,1
8,1,Lithuania,remote,bootcamp,small,22,0
7,2,Poland,remote,bachelor,large,29,0
0,9,Spain,hybrid,master,small,9,1
0,7,Poland,remote,master,large,26,1
8,5,Germany,hybrid,self-taught,small,12,0
12,9,Lithuania,hybrid,bootcamp,large,48,1
10,8,Ukraine,hybrid,bachelor,large,1,1
7,9,Netherlands,onsite,phd,medium,8,1
9,3,Ukraine,hybrid,bachelor,large,33,0
8,7,Germany,remote,phd,medium,4,1
6,9,UK,onsite,bachelor,small,14,1
2,2,Germany,remote,bachelor,small,29,0
2,2,UK,hybrid,bootcamp,medium,14,0
1,7,Lithuania,remote,self-taught,small,9,0
4,4,Netherlands,onsite,bachelor,medium,9,0
11,2,Germany,onsite,master,small,26,0
11,9,Ukraine,remote,master,medium,49,1
2,10,UK,remote,master,medium,47,1
13,0,Netherlands,remote,self-taught,large,42,1
5,2,USA,onsite,bachelor,small,17,0
1,8,USA,hybrid,phd,large,41,1
11,4,USA,remote,phd,medium,4,1
2,9,Poland,hybrid,bootcamp,large,46,1
4,1,Germany,onsite,self-taught,medium,3,0
11,6,Lithuania,remote,bachelor,small,29,1
10,1,Ukraine,remote,master,small,25,0
10,3,Lithuania,onsite,self-taught,small,21,1
0,6,Poland,remote,self-taught,medium,12,0
12,3,Lithuania,hybrid,bachelor,large,1,0
0,6,UK,onsite,bootcamp,small,1,0
9,6,USA,onsite,bootcamp,medium,45,0
8,0,Ukraine,remote,bootcamp,large,46,0
6,5,Germany,onsite,master,medium,48,0
0,8,Lithuania,remote,master,medium,7,1
14,1,Lithuania,remote,bachelor,small,10,0
11,2,Spain,onsite,bootcamp,medium,15,1
13,9,Spain,remote,bachelor,medium,40,1
7,4,Spain,hybrid,bootcamp,large,11,1
2,8,Germany,hybrid,self-taught,small,46,0
7,3,USA,remote,phd,medium,45,0
14,0,Netherlands,hybrid,phd,medium,23,0
4,3,USA,remote,bootcamp,large,13,0
0,5,Ukraine,hybrid,bachelor,medium,27,0
6,4,USA,onsite,master,medium,41,0
4,0,Germany,remote,bootcamp,medium,17,0
5,3,UK,remote,bootcamp,medium,13,0
5,5,UK,remote,master,medium,12,0
7,9,Germany,remote,bootcamp,large,29,1
8,9,Spain,remote,self-taught,medium,21,1
1,3,Lithuania,remote,master,medium,20,0
8,8,Poland,onsite,self-taught,medium,20,1
11,4,Poland,onsite,phd,medium,31,1
14,7,Netherlands,hybrid,master,small,8,1
10,8,Lithuania,remote,master,small,24,1
9,9,Netherlands,hybrid,bachelor,small,11,1
8,4,Spain,hybrid,bachelor,small,39,0
12,5,Netherlands,onsite,master,large,33,1
9,0,Lithuania,hybrid,phd,small,42,0
14,10,Ukraine,onsite,bootcamp,large,15,1
9,6,Lithuania,hybrid,bachelor,small,4,0
6,3,Poland,remote,phd,large,1,0
0,10,UK,hybrid,phd,small,32,1
6,1,Spain,onsite,bachelor,medium,11,0
9,4,Ukraine,onsite,bootcamp,small,30,0
4,2,Germany,onsite,bachelor,small,37,0
5,5,Ukraine,hybrid,phd,small,19,1
9,7,Ukraine,hybrid,self-taught,medium,36,1
6,6,Netherlands,onsite,bachelor,large,34,0
13,2,Poland,remote,phd,large,7,1
14,7,Netherlands,remote,bachelor,medium,45,1
4,1,Netherlands,hybrid,phd,small,20,0
6,9,Germany,hybrid,bootcamp,small,12,1
8,8,Spain,onsite,phd,small,32,1
2,3,Lithuania,hybrid,master,large,2,0
7,0,USA,hybrid,self-taught,large,22,0
1,7,Netherlands,onsite,phd,medium,41,0
10,6,USA,onsite,bachelor,medium,48,1
6,10,Spain,hybrid,bachelor,large,40,1
12,4,USA,remote,phd,small,24,1
1,9,Netherlands,hybrid,master,small,31,1
14,4,Germany,remote,phd,small,4,1
13,6,USA,remote,bootcamp,small,24,1
3,4,Spain,remote,master,medium,43,0
6,7,Spain,onsite,phd,medium,17,1
2,10,UK,onsite,self-taught,large,40,1
1,5,UK,onsite,master,medium,19,0
10,4,Germany,hybrid,phd,small,40,1
9,8,USA,onsite,self-taught,large,38,1
6,10,USA,onsite,phd,medium,34,1
0,1,UK,hybrid,bootcamp,medium,47,0
13,0,Lithuania,hybrid,bachelor,medium,33,0
14,7,Poland,remote,phd,medium,6,1
7,2,Spain,hybrid,master,medium,36,1
2,10,Lithuania,hybrid,phd,small,13,1
11,6,Spain,onsite,phd,small,47,1
11,9,Ukraine,remote,phd,small,9,1
12,10,Ukraine,remote,phd,medium,35,1
1,7,Lithuania,hybrid,master,large,34,0
2,5,Ukraine,onsite,master,small,16,0
4,9,UK,onsite,phd,small,18,1
10,8,UK,onsite,bachelor,medium,18,1
7,6,Poland,onsite,phd,large,38,0
9,9,Lithuania,hybrid,master,small,43,1
6,4,Spain,onsite,bootcamp,small,32,1
6,7,USA,remote,phd,large,7,1
11,1,Spain,remote,phd,medium,23,1
6,6,Netherlands,hybrid,phd,large,23,1
14,3,UK,onsite,phd,medium,46,1
7,8,Germany,onsite,self-taught,small,18,1
0,0,Germany,onsite,phd,large,7,0
3,6,UK,onsite,master,large,42,0
12,5,Netherlands,hybrid,master,small,40,1
5,7,Germany,onsite,self-taught,small,24,1
8,4,Ukraine,hybrid,phd,medium,14,1
12,0,UK,onsite,bachelor,small,5,0
1,0,Germany,onsite,phd,small,46,0
0,8,UK,remote,master,large,22,1
12,9,Poland,hybrid,bootcamp,medium,22,1
9,5,USA,remote,bootcamp,small,10,0
11,9,USA,hybrid,bachelor,large,26,1
13,4,Spain,onsite,phd,small,15,1
1,0,Netherlands,onsite,self-taught,small,38,0
6,5,UK,hybrid,phd,small,41,1
2,5,Lithuania,remote,bachelor,small,42,0
9,2,Spain,hybrid,bachelor,medium,49,0
1,7,Spain,hybrid,bachelor,large,1,0
13,0,UK,onsite,bootcamp,large,14,1
10,0,UK,remote,phd,small,36,0
6,5,Spain,hybrid,phd,large,31,0
12,9,Spain,remote,self-taught,small,28,1
12,0,USA,remote,bachelor,large,34,0
1,5,Lithuania,hybrid,bachelor,medium,35,0
2,0,Ukraine,remote,master,medium,39,0
10,5,Spain,onsite,master,large,23,1
6,2,Ukraine,onsite,bootcamp,small,46,0
13,7,USA,onsite,phd,small,44,1
3,5,Spain,onsite,self-taught,small,19,0
12,10,Germany,remote,self-taught,small,18,1
13,0,Spain,onsite,bachelor,medium,15,0
0,4,UK,hybrid,self-taught,small,1,0
12,7,Netherlands,onsite,bachelor,small,25,1
13,2,Netherlands,hybrid,phd,small,26,1
4,5,Spain,hybrid,self-taught,small,35,0
11,4,Poland,onsite,bachelor,medium,15,1
8,5,Germany,onsite,phd,large,4,1
7,9,Lithuania,remote,phd,large,15,1
11,0,Spain,hybrid,bachelor,small,42,0
14,6,Ukraine,onsite,bachelor,small,38,1
8,8,Lithuania,remote,bootcamp,large,45,1
9,1,Germany,onsite,phd,medium,39,1
13,9,Spain,onsite,bachelor,medium,1,1
8,4,Poland,onsite,phd,medium,22,0
14,9,USA,hybrid,self-taught,medium,11,1
6,3,Poland,onsite,master,medium,46,0
3,5,UK,remote,master,medium,38,1
4,5,Poland,onsite,bachelor,medium,37,0
0,10,Ukraine,onsite,bachelor,medium,26,0
13,1,USA,remote,phd,medium,27,1
0,1,UK,remote,bachelor,small,13,0
2,3,USA,hybrid,phd,medium,7,0
12,0,Netherlands,hybrid,bachelor,small,8,0
13,8,USA,hybrid,phd,large,46,1
7,6,Spain,hybrid,bachelor,small,23,1
13,6,Lithuania,remote,bootcamp,large,26,1
1,2,Netherlands,onsite,phd,small,44,0
3,10,Netherlands,onsite,bootcamp,large,27,1
1,2,Lithuania,onsite,bootcamp,small,9,0
13,0,Ukraine,hybrid,bootcamp,small,46,0
4,2,Netherlands,remote,bootcamp,large,38,0
8,2,USA,remote,self-taught,medium,47,0
0,3,Poland,remote,master,medium,13,0
4,3,Germany,onsite,self-taught,medium,7,0
13,2,Ukraine,hybrid,bachelor,medium,11,1
14,9,USA,remote,bachelor,medium,10,1
8,7,UK,hybrid,master,small,33,1
14,7,UK,remote,master,medium,39,1
0,0,Poland,hybrid,master,small,3,0
8,6,Ukraine,remote,bootcamp,large,41,0
7,10,Ukraine,hybrid,self-taught,medium,29,1
3,1,Poland,remote,bachelor,medium,37,0
11,0,Ukraine,remote,self-taught,medium,45,0
10,2,Netherlands,hybrid,self-taught,medium,16,0
9,3,Spain,hybrid,self-taught,small,16,0
4,5,Spain,onsite,master,small,44,0
12,9,Ukraine,hybrid,master,small,43,1
4,4,Netherlands,remote,bachelor,large,49,1
10,3,Netherlands,remote,bachelor,small,7,0
11,7,Lithuania,hybrid,bachelor,medium,15,1
5,10,Lithuania,onsite,self-taught,large,38,1
6,3,Germany,hybrid,master,large,6,0
7,9,Germany,remote,bootcamp,medium,18,1
14,1,Germany,remote,self-taught,medium,19,0
13,2,Germany,onsite,phd,medium,2,1
7,5,Poland,hybrid,self-taught,medium,3,1
10,7,Poland,remote,master,small,46,1
13,7,Lithuania,remote,phd,large,25,1
12,10,Spain,remote,self-taught,medium,36,1
1,8,Netherlands,hybrid,master,small,49,0
8,6,UK,hybrid,master,medium,28,1
6,1,Spain,onsite,bootcamp,small,38,0
3,7,USA,remote,self-taught,medium,28,1
3,6,Poland,remote,master,medium,32,0
10,7,Germany,onsite,bachelor,medium,41,1
7,2,Germany,remote,master,small,36,0
3,6,USA,onsite,bootcamp,medium,39,0
12,9,Spain,onsite,master,small,36,1
14,8,Germany,remote,self-taught,small,43,1
5,2,Spain,hybrid,self-taught,large,23,0
4,9,Netherlands,hybrid,phd,small,2,1
2,5,USA,hybrid,self-taught,small,10,0
12,1,UK,hybrid,phd,small,6,0
13,1,Spain,remote,bachelor,small,8,1
9,4,Netherlands,onsite,bootcamp,small,15,0
10,4,Ukraine,onsite,bachelor,large,45,0
1,6,Ukraine,remote,phd,medium,29,0
8,1,Spain,hybrid,master,large,28,0
9,10,Ukraine,onsite,master,large,22,1
8,6,Spain,remote,bachelor,medium,34,1
0,4,Germany,remote,master,small,20,0
9,5,Lithuania,hybrid,phd,medium,33,1
2,7,Ukraine,remote,bootcamp,small,15,0
7,9,Poland,onsite,self-taught,medium,7,1
5,3,Spain,onsite,phd,large,24,0
4,6,Spain,remote,phd,small,26,0
4,5,Spain,onsite,self-taught,large,10,0
5,9,Lithuania,remote,self-taught,small,15,1
14,1,Netherlands,onsite,bootcamp,medium,37,0
6,7,Ukraine,hybrid,bootcamp,medium,24,1
0,9,UK,onsite,bootcamp,medium,11,1
8,8,UK,hybrid,master,medium,40,1
2,4,USA,hybrid,phd,medium,21,0
3,9,Germany,remote,self-taught,large,40,1
9,3,Lithuania,hybrid,phd,large,38,0
0,5,Netherlands,onsite,phd,small,15,0
12,7,Spain,onsite,bootcamp,large,15,1
10,10,Netherlands,hybrid,bootcamp,small,37,1
9,2,Lithuania,remote,phd,small,45,1
2,9,Lithuania,hybrid,bootcamp,large,14,0
1,10,Lithuania,onsite,master,large,43,1
1,10,USA,onsite,self-taught,small,21,0
13,0,Poland,hybrid,phd,large,44,0
0,3,Germany,hybrid,self-taught,large,20,0
7,3,USA,hybrid,master,large,33,0
2,0,USA,onsite,bootcamp,medium,3,0
2,8,Ukraine,onsite,bachelor,medium,40,0
5,2,Poland,onsite,master,small,23,0
12,4,USA,remote,bachelor,large,44,1
7,5,Lithuania,onsite,self-taught,small,47,1
12,7,Lithuania,onsite,phd,large,23,1
14,5,Ukraine,remote,bootcamp,medium,27,1
8,2,Netherlands,remote,master,large,35,0
8,5,Spain,remote,bootcamp,large,25,1
3,0,USA,remote,bachelor,large,32,0
13,3,Spain,remote,bachelor,medium,22,1
4,5,Germany,remote,phd,medium,8,0
1,6,UK,hybrid,bachelor,medium,38,0
10,10,Lithuania,hybrid,phd,small,18,1
8,10,Netherlands,hybrid,master,large,28,1
7,9,Germany,hybrid,phd,medium,28,1
2,2,Ukraine,onsite,bachelor,small,11,0
10,8,Netherlands,remote,self-taught,medium,12,1
11,6,UK,onsite,phd,large,2,1
12,0,UK,remote,bootcamp,small,37,0
8,1,Ukraine,remote,self-taught,medium,4,0
2,0,Poland,onsite,phd,medium,41,0
8,10,Ukraine,hybrid,bootcamp,small,45,1
1,8,Lithuania,onsite,self-taught,small,45,0
11,8,Germany,onsite,phd,small,47,1
9,6,Poland,remote,master,small,34,1
8,9,UK,remote,bootcamp,small,23,1
14,2,Germany,remote,master,medium,13,1
7,4,Netherlands,hybrid,bachelor,small,7,0
8,3,Poland,onsite,phd,small,32,1
4,6,Poland,onsite,phd,large,23,1
10,8,Lithuania,hybrid,bootcamp,medium,49,1
10,1,Ukraine,onsite,phd,large,8,0
1,7,Spain,onsite,bachelor,medium,47,0
7,8,Netherlands,remote,phd,medium,47,1
11,9,Netherlands,hybrid,self-taught,medium,37,1
14,9,Ukraine,remote,master,small,34,1
5,8,Poland,hybrid,bachelor,large,48,1
7,9,Poland,remote,bachelor,medium,29,1
10,6,Lithuania,onsite,master,medium,37,1
4,8,Spain,hybrid,master,medium,23,1
9,8,Netherlands,hybrid,bachelor,large,38,1
1,2,UK,remote,master,medium,29,0
5,3,USA,hybrid,bootcamp,large,44,0
4,1,USA,onsite,master,large,5,0
11,9,Spain,onsite,self-taught,small,40,1
12,2,Germany,onsite,self-taught,medium,11,1
11,10,Lithuania,remote,bootcamp,medium,14,1
4,10,Spain,hybrid,master,large,49,1
12,4,Ukraine,remote,self-taught,large,42,1
0,4,Ukraine,onsite,phd,small,2,0
1,5,USA,hybrid,master,medium,35,0
7,6,Poland,onsite,bootcamp,large,45,1
12,6,USA,hybrid,master,medium,49,1
13,0,Poland,hybrid,bachelor,medium,35,1
12,1,Lithuania,remote,bachelor,medium,42,0
2,8,Poland,hybrid,self-taught,large,28,1
9,9,Spain,onsite,bachelor,medium,8,1
2,1,Poland,hybrid,bootcamp,large,32,0
7,5,Germany,onsite,self-taught,small,4,1
7,10,Ukraine,remote,bootcamp,small,45,1
1,10,Spain,onsite,bootcamp,large,7,0
7,0,Ukraine,hybrid,bachelor,medium,39,0
10,2,Lithuania,onsite,bachelor,small,48,1
12,1,Spain,onsite,bootcamp,small,27,0
12,2,Germany,hybrid,bachelor,large,37,1
0,4,Lithuania,onsite,bachelor,large,17,0
5,10,USA,hybrid,bachelor,large,10,1
7,9,Germany,remote,master,large,4,1
2,5,Lithuania,onsite,bootcamp,large,23,0
7,8,UK,remote,phd,large,14,1
11,10,Poland,onsite,bootcamp,large,5,1
0,9,Spain,onsite,self-taught,medium,2,0
10,3,Lithuania,remote,bachelor,medium,46,1
10,6,Spain,onsite,bachelor,medium,24,0
8,5,Poland,onsite,phd,medium,18,1
12,1,Lithuania,remote,self-taught,small,27,0
10,9,USA,onsite,master,medium,24,1
12,10,UK,hybrid,bootcamp,small,29,1
8,10,UK,onsite,master,small,11,1
4,10,Germany,onsite,self-taught,small,48,1
9,7,Lithuania,onsite,phd,large,18,1
3,6,Poland,remote,self-taught,small,48,0
14,6,Lithuania,hybrid,phd,small,4,1
10,7,Spain,hybrid,master,small,33,1
5,10,Netherlands,onsite,master,large,14,1
11,0,Ukraine,remote,self-taught,medium,44,0
6,0,Lithuania,remote,self-taught,medium,42,0
4,7,UK,hybrid,bachelor,small,32,0
10,3,UK,remote,phd,small,4,1
12,4,Ukraine,onsite,bachelor,medium,20,0
9,7,UK,onsite,bootcamp,medium,21,1
8,4,USA,remote,bootcamp,medium,3,1
2,9,Lithuania,onsite,self-taught,medium,25,0
14,3,Germany,hybrid,master,small,4,1
6,5,Lithuania,onsite,bootcamp,small,47,0
9,4,Netherlands,remote,bootcamp,small,11,0
9,6,UK,hybrid,bachelor,medium,16,1
10,9,Spain,onsite,bachelor,large,36,1
4,6,UK,hybrid,bootcamp,medium,6,0
13,3,Lithuania,remote,self-taught,medium,31,1
6,4,USA,onsite,bachelor,large,40,0
14,2,Poland,onsite,bootcamp,large,13,1
1,3,Lithuania,hybrid,master,medium,23,0
3,3,Lithuania,onsite,bachelor,large,4,0
1,2,Germany,onsite,bootcamp,large,37,0
13,9,USA,onsite,phd,large,42,1
12,4,Netherlands,onsite,bachelor,medium,37,1
12,4,Poland,remote,phd,medium,44,1
11,10,UK,onsite,bachelor,large,33,1
6,6,Spain,hybrid,bachelor,small,42,1
1,3,Lithuania,remote,phd,large,29,0
12,3,Netherlands,hybrid,self-taught,large,37,0
13,8,Poland,hybrid,bootcamp,medium,19,1
10,5,Spain,hybrid,self-taught,small,20,1
0,3,Netherlands,remote,self-taught,large,32,0
8,1,USA,remote,bootcamp,small,44,0
0,5,USA,remote,master,medium,16,0
7,1,Poland,onsite,self-taught,small,5,0
14,4,UK,hybrid,self-taught,medium,49,0
1,5,Ukraine,remote,self-taught,large,46,0
11,3,Spain,hybrid,master,medium,12,1
7,2,USA,remote,bachelor,small,45,0
12,6,Ukraine,remote,phd,small,21,1
2,1,Poland,remote,phd,small,14,0
5,10,USA,hybrid,master,large,37,1
2,5,USA,onsite,self-taught,small,22,0
13,3,Netherlands,remote,phd,small,30,1
6,5,Ukraine,remote,master,small,23,1
9,3,Netherlands,remote,bootcamp,medium,5,1
8,3,USA,onsite,phd,small,29,0
1,3,Ukraine,hybrid,bootcamp,medium,30,0
14,8,Germany,hybrid,self-taught,small,18,1
11,6,Ukraine,hybrid,phd,medium,46,1
11,2,Netherlands,hybrid,master,medium,1,1
14,2,Spain,remote,bachelor,large,39,1
13,5,Poland,onsite,phd,large,17,1
4,5,Poland,remote,phd,medium,3,1
12,3,UK,onsite,phd,medium,42,1
5,8,Spain,hybrid,phd,large,7,1
3,3,Spain,onsite,master,medium,27,0
3,8,Spain,remote,master,large,28,1
3,3,UK,remote,bachelor,large,44,0
1,1,Spain,hybrid,master,small,31,0
3,1,Lithuania,remote,master,small,15,0
10,4,UK,remote,self-taught,large,48,1
0,3,Poland,onsite,self-taught,large,8,0
11,6,Lithuania,remote,bootcamp,medium,6,1
5,10,UK,hybrid,bachelor,large,28,1
0,4,USA,hybrid,self-taught,large,4,0
9,5,USA,remote,bachelor,small,30,1
5,9,Poland,hybrid,bachelor,large,43,1
0,3,USA,onsite,phd,medium,17,0
5,1,Spain,onsite,bachelor,large,34,0
9,9,UK,remote,phd,small,6,1
7,8,Lithuania,remote,bootcamp,small,36,1
10,9,Spain,onsite,bootcamp,small,35,1
1,6,USA,hybrid,bootcamp,small,39,0
1,3,Netherlands,remote,phd,large,39,0
13,2,Ukraine,remote,phd,medium,16,1
14,9,Lithuania,hybrid,bootcamp,medium,2,1
12,2,Spain,remote,phd,medium,8,1
11,8,UK,hybrid,master,large,15,1
3,4,Poland,hybrid,master,large,27,0
10,2,Spain,hybrid,phd,large,16,0
2,4,Netherlands,hybrid,phd,medium,1,0
3,1,USA,hybrid,self-taught,large,10,0
12,10,Lithuania,onsite,self-taught,large,7,1
11,3,Poland,hybrid,bachelor,small,48,0
6,9,Lithuania,onsite,bachelor,small,10,0
12,1,Poland,hybrid,bachelor,medium,12,0
10,1,Ukraine,remote,bootcamp,small,17,0
0,7,UK,onsite,master,small,45,0
5,0,Lithuania,remote,bootcamp,small,12,0
14,6,USA,hybrid,phd,large,15,1
14,4,UK,hybrid,self-taught,small,46,1
2,10,UK,remote,phd,small,32,1
10,7,Ukraine,hybrid,phd,small,32,1
9,0,Poland,remote,self-taught,large,26,0
6,10,Germany,hybrid,phd,medium,14,1
9,6,Lithuania,hybrid,bachelor,large,26,1
1,4,Lithuania,onsite,self-taught,large,5,0
13,3,Spain,remote,phd,small,38,1
1,6,Poland,hybrid,bachelor,medium,46,0
12,9,Netherlands,remote,bachelor,small,4,1
3,1,Germany,onsite,master,small,28,0
0,0,USA,remote,bachelor,medium,1,0
2,0,Spain,onsite,bootcamp,medium,13,0
12,10,Ukraine,remote,self-taught,large,43,1
8,0,Germany,remote,self-taught,medium,3,0
6,4,Poland,onsite,self-taught,large,49,0
14,9,Germany,hybrid,phd,large,25,1
6,6,Ukraine,hybrid,phd,small,42,1
12,1,UK,hybrid,bootcamp,small,16,1
12,9,Lithuania,remote,bachelor,small,21,1
10,7,UK,remote,phd,medium,13,1
3,3,Lithuania,hybrid,bachelor,medium,44,0
1,2,Spain,remote,bachelor,large,36,0
14,9,Ukraine,remote,phd,large,8,1
13,10,Poland,hybrid,phd,large,44,1
3,7,Poland,onsite,bootcamp,medium,19,0
5,1,Germany,remote,master,large,47,0
10,10,Spain,remote,self-taught,large,16,1
10,10,Poland,remote,phd,medium,12,1
2,2,Netherlands,remote,phd,small,20,0
0,2,Netherlands,onsite,bachelor,medium,18,0
13,9,UK,hybrid,master,large,12,1
11,10,Lithuania,remote,phd,small,48,1
7,0,Germany,hybrid,master,medium,25,0
11,5,USA,remote,self-taught,small,11,1
12,1,Ukraine,onsite,bachelor,small,22,0
4,0,Lithuania,hybrid,bootcamp,large,46,0
14,1,Spain,onsite,self-taught,medium,34,0
4,5,Poland,remote,master,large,13,0
10,3,Lithuania,onsite,master,medium,46,1
3,5,USA,onsite,self-taught,medium,38,0
5,8,USA,remote,master,medium,12,1
2,9,Netherlands,remote,bootcamp,small,39,0
8,9,Spain,hybrid,bootcamp,small,36,1
4,7,Lithuania,remote,master,large,28,0
2,0,Germany,hybrid,master,medium,27,0
10,7,Lithuania,onsite,bootcamp,medium,39,1
0,8,Netherlands,onsite,master,small,13,1
9,5,UK,hybrid,phd,medium,43,1
11,9,USA,remote,bachelor,large,40,1
5,4,Spain,remote,phd,medium,27,1
14,5,Spain,onsite,master,medium,31,1
1,5,Germany,hybrid,master,small,2,0
12,8,Spain,onsite,bachelor,medium,18,1
2,3,Netherlands,onsite,master,large,26,0
0,1,Netherlands,remote,bachelor,large,42,0
8,10,Netherlands,hybrid,bootcamp,large,31,1
7,10,Spain,onsite,bachelor,large,38,1
11,8,Spain,remote,bachelor,small,22,1
1,1,Netherlands,onsite,phd,medium,36,0
14,9,Spain,onsite,master,small,19,1
11,8,Ukraine,remote,bootcamp,large,14,1
10,1,Spain,remote,self-taught,medium,14,0
7,7,Ukraine,hybrid,bachelor,small,29,1
11,8,USA,onsite,self-taught,medium,17,1
13,9,Lithuania,hybrid,master,large,37,1
8,8,Poland,remote,bachelor,large,9,1
0,9,Ukraine,remote,self-taught,medium,1,1
12,8,Ukraine,onsite,phd,medium,4,1
4,1,Spain,hybrid,self-taught,large,7,0
7,3,Poland,hybrid,phd,small,11,0
14,6,UK,onsite,bootcamp,large,14,1
10,1,Poland,onsite,master,medium,42,0
13,0,USA,hybrid,self-taught,small,19,0
1,2,Ukraine,remote,bachelor,large,40,0
3,3,Spain,remote,master,medium,3,0
6,7,Netherlands,onsite,self-taught,medium,8,0
2,5,Poland,hybrid,bachelor,medium,29,0
12,10,Spain,hybrid,bachelor,small,37,1
11,1,Germany,hybrid,bachelor,small,43,0
4,8,UK,remote,bachelor,small,9,0
7,1,Netherlands,remote,self-taught,small,19,0
11,4,Germany,hybrid,bootcamp,medium,12,0
9,3,Germany,hybrid,phd,medium,27,0
2,6,Poland,onsite,phd,small,37,0
3,7,Germany,onsite,phd,small,48,1
13,4,USA,hybrid,bootcamp,medium,25,1
14,9,USA,hybrid,bachelor,large,45,1
8,4,Poland,remote,bachelor,large,38,0
13,1,Spain,hybrid,master,medium,48,0
13,7,Lithuania,onsite,phd,small,17,1
6,1,Spain,remote,phd,small,44,0
0,9,Spain,onsite,bachelor,medium,33,0
13,5,Spain,onsite,phd,large,39,1
11,7,Spain,remote,bachelor,medium,14,1
3,5,Netherlands,onsite,bachelor,medium,28,0
3,3,Lithuania,hybrid,bachelor,medium,18,0
8,3,Netherlands,onsite,self-taught,small,33,0
5,5,Germany,remote,self-taught,small,42,0
8,3,UK,remote,self-taught,small,15,0
11,7,Spain,remote,self-taught,large,11,1
14,8,UK,onsite,bootcamp,medium,36,1
5,0,USA,hybrid,master,medium,15,0
5,3,Poland,remote,master,large,48,0
4,3,Poland,hybrid,bachelor,small,30,1
4,1,Netherlands,remote,phd,medium,15,0
1,5,Netherlands,hybrid,self-taught,large,49,0
7,2,USA,hybrid,master,small,23,0
7,6,Spain,hybrid,master,small,43,0
10,10,UK,remote,self-taught,medium,48,1
12,10,Ukraine,onsite,bootcamp,small,15,1
0,4,UK,onsite,bootcamp,large,29,0
7,3,Lithuania,onsite,master,small,11,0
4,4,Germany,hybrid,bootcamp,medium,45,0
1,7,Poland,remote,self-taught,large,18,0
13,2,Germany,hybrid,master,small,40,1
1,6,Lithuania,remote,self-taught,small,31,0
13,5,Netherlands,hybrid,bootcamp,small,9,1
14,0,UK,remote,self-taught,large,22,0
14,6,Poland,remote,bootcamp,small,11,1
5,6,Germany,remote,bootcamp,medium,17,0
10,0,Ukraine,hybrid,self-taught,large,33,0
12,8,Netherlands,onsite,bootcamp,large,11,1
8,5,Lithuania,hybrid,bachelor,small,39,0
0,1,Ukraine,hybrid,self-taught,large,8,0
11,4,Germany,remote,bachelor,medium,4,1
5,10,Ukraine,remote,self-taught,large,36,1
8,3,UK,onsite,bootcamp,medium,19,0
7,6,Spain,onsite,bootcamp,small,24,0
10,7,Ukraine,remote,master,large,41,1
5,10,Netherlands,onsite,master,medium,49,1
2,10,Lithuania,onsite,bachelor,small,18,1
7,0,Germany,remote,bootcamp,medium,33,0
8,4,UK,hybrid,master,large,46,1
0,2,Spain,onsite,bootcamp,large,36,0
11,0,Spain,remote,self-taught,medium,10,0
8,2,Lithuania,onsite,master,small,14,1
13,5,USA,onsite,bachelor,small,7,1
14,6,UK,remote,master,small,12,1
5,7,UK,onsite,bootcamp,small,22,0
5,10,Poland,onsite,phd,medium,27,1
11,3,Lithuania,onsite,phd,large,48,1
3,2,Spain,hybrid,bootcamp,medium,37,0
0,4,Spain,hybrid,self-taught,large,11,0
9,8,Ukraine,onsite,master,large,36,1
7,5,Lithuania,remote,phd,medium,13,1
1,8,USA,onsite,self-taught,medium,32,0
11,5,Poland,onsite,bootcamp,small,8,1
0,1,Germany,hybrid,self-taught,large,7,0
1,4,Lithuania,hybrid,bootcamp,small,43,0
0,10,Poland,hybrid,master,small,43,1
0,8,UK,onsite,self-taught,medium,17,0
8,7,Poland,onsite,master,small,22,1
12,6,Ukraine,remote,self-taught,small,46,1
13,0,Netherlands,onsite,bootcamp,small,34,0
